IATA,ICAO,FAA,Name,Country,Location,Elevation,Latitude,Longitude,Chart,Website,Wikipedia,Airport Type,ISO Country
DRN,YDBI,,Dirranbandi Airport,Australia,,567 feet,-28.5916996002,148.2169952393,,,https://en.wikipedia.org/wiki/Dirranbandi_Airport,Medium Airport,AU
VDH,VVDH,,Dong Hoi Airport,Viet Nam,Dong Hoi,59 feet,17.5150000000,106.5905560000,,,https://en.wikipedia.org/wiki/Dong_Hoi_Airport,Medium Airport,VN
TBB,VVTH,,Dong Tac Airport,Viet Nam,Tuy Hoa,20 feet,13.0495996475,109.3339996340,,,https://en.wikipedia.org/wiki/Dong_Tac_Airport,Medium Airport,VN
VMI,SGVM,,Dr. Juan Plate Airport,Paraguay,Puerto Vallemi,280 feet,-22.1591089590,-57.9425811768,,,https://en.wikipedia.org/wiki/Dr._Juan_Plate_Airport,Medium Airport,PY
DBO,YSDU,,Dubbo Airport,Australia,Dubbo,935 feet,-32.2167015076,148.5749969480,,,https://en.wikipedia.org/wiki/Dubbo_City_Regional_Airport,Medium Airport,AU
LUV,WAPF,,Dumatubin Airport,Indonesia,Langgur,10 feet,-5.6616201401,132.7310028076,,,https://en.wikipedia.org/wiki/Dumatubin_Airport,Medium Airport,ID
,VODG,,Dundigul Air Force Academy,India,Hyderabad,2013 feet,,,,,,Medium Airport,IN
DYA,YDYS,,Dysart Airport,Australia,,113 feet,-22.6222000122,148.3639984131,,,https://en.wikipedia.org/wiki/Dysart_Airport,Medium Airport,AU
ECH,YECH,,Echuca Airport,Australia,,323 feet,-36.1571998596,144.7619934082,,,https://en.wikipedia.org/wiki/Echuca_Airport,Medium Airport,AU
KOE,WATT,,El Tari Airport,Indonesia,Kupang,335 feet,-10.1716003418,123.6709976196,,,https://en.wikipedia.org/wiki/El_Tari_International_Airport,Medium Airport,ID
ELC,YELD,,Elcho Island Airport,Australia,Elcho Island,101 feet,-12.0193996429,135.5709991460,,,https://en.wikipedia.org/wiki/Elcho_Island_Airport,Medium Airport,AU
EMD,YEML,,Emerald Airport,Australia,Emerald,624 feet,-23.5674991608,148.1790008540,,,https://en.wikipedia.org/wiki/Emerald_Airport,Medium Airport,AU
ENH,ZHES,,Enshi Airport,China,Enshi (Enshi),1605 feet,30.3202991486,109.4850006100,,,https://en.wikipedia.org/wiki/Enshi_Xujiaping_Airport,Medium Airport,CN
ERL,ZBER,,Erenhot Saiwusu International Airport,China,Erenhot,3301 feet,43.4225000000,112.0966666670,,,https://en.wikipedia.org/wiki/Erenhot_Saiwusu_International_Airport,Medium Airport,CN
EPR,YESP,,Esperance Airport,Australia,Esperance,470 feet,-33.6843986511,121.8229980469,,,https://en.wikipedia.org/wiki/Esperance_Airport,Medium Airport,AU
FKQ,WASF,,Fakfak Airport,Indonesia,Fakfak,462 feet,-2.9201900959,132.2669982910,,,,Medium Airport,ID
FIZ,YFTZ,,Fitzroy Crossing Airport,Australia,,368 feet,-18.1819000244,125.5589981079,,,https://en.wikipedia.org/wiki/Fitzroy_Crossing_Airport,Medium Airport,AU
FRB,YFBS,,Forbes Airport,Australia,Forbes,760 feet,-33.3636016846,147.9349975590,,,https://en.wikipedia.org/wiki/Forbes_Airport,Medium Airport,AU
FOS,YFRT,,Forrest Airport,Australia,,511 feet,-30.8381004333,128.1150054932,,,https://en.wikipedia.org/wiki/Forrest_Airport,Medium Airport,AU
FUO,ZGFS,,Foshan Shadi Airport,China,Foshan (Nanhai),6 feet,23.0832996368,113.0699996950,,,https://en.wikipedia.org/wiki/Foshan_Shadi_Airport,Medium Airport,CN
BIK,WABB,,Frans Kaisiepo Airport,Indonesia,Biak,46 feet,-1.1900199652,136.1080017090,,,https://en.wikipedia.org/wiki/Frans_Kaisiepo_International_Airport,Medium Airport,ID
FUG,ZSFY,,Fuyang Airport,China,"Yingzhou, Fuyang",104 feet,"0° 0' 0.00"" N","0° 0' 0.00"" E",,,https://en.wikipedia.org/wiki/Fuyang_Xiguan_Airport,Medium Airport,CN
DHM,VIGG,,Gaggal Airport,India,Kangra,"2,525 feet",32.1651000977,76.2633972168,,,https://en.wikipedia.org/wiki/Kangra_Airport,Medium Airport,IN
GPN,YGPT,,Garden Point Airport,Australia,Pirlangimpi,90 feet,-11.4025001526,130.4219970703,,,https://en.wikipedia.org/wiki/Garden_Point_Airport,Medium Airport,AU
GAY,VEGY,,Gaya Airport,India,Gaya,380 feet,24.7443008423,84.9512023926,,,https://en.wikipedia.org/wiki/Gaya_Airport,Medium Airport,IN
GLU,VQGP,,Gelephu Airport,Bhutan,Gelephu,984 feet,26.8862180000,90.4630570000,,,https://en.wikipedia.org/wiki/Gelephu_Airport,Medium Airport,BT
GET,YGEL,,Geraldton Airport,Australia,Moonyoonooka,121 feet,-28.7961006165,114.7070007324,,,https://en.wikipedia.org/wiki/Geraldton_Airport,Medium Airport,AU
,VVGL,,Gia Lam Air Base,Vietnam,Hanoi  (Long Bien),50 feet,,,,,,Medium Airport,VN
GLT,YGLA,,Gladstone Airport,Australia,Gladstone,64 feet,-23.8696994781,151.2230072020,,,https://en.wikipedia.org/wiki/Gladstone_Airport,Medium Airport,AU
GLI,YGLI,,Glen Innes Airport,Australia,Glen Innes,3433 feet,-29.6749992371,151.6889953613,,,https://en.wikipedia.org/wiki/Glen_Innes_Airport,Medium Airport,AU
GOQ,ZLGM,,Golmud Airport,China,Golmud,9334 feet,36.4006004333,94.7861022949,,,https://en.wikipedia.org/wiki/Golmud_Airport,Medium Airport,CN
GOP,VEGK,,Gorakhpur Airport,India,Gorakhpur,259 feet,26.7397003174,83.4496994019,,,,Medium Airport,IN
GUL,YGLB,,Goulburn Airport,Australia,,2141 feet,-34.8102989197,149.7259979248,,,https://en.wikipedia.org/wiki/Goulburn_Airport,Medium Airport,AU
GOV,YPGV,,Gove Airport,Australia,Nhulunbuy,192 feet,-12.2693996429,136.8179931640,,,https://en.wikipedia.org/wiki/Gove_Airport,Medium Airport,AU
GFN,YGFN,,Grafton Airport,Australia,Grafton,110 feet,-29.7593994141,153.0299987793,,,https://en.wikipedia.org/wiki/Clarence_Valley_Regional_Airport,Medium Airport,AU
GDB,VAGD,,Granite Falls Municipal Airport (Lenzen-Roe Memorial Field),United States,Gondia,"1,047 feet",44.7532820000,-95.5560170000,,,,Medium Airport,IN
GFF,YGTH,,Griffith Airport,Australia,Griffith,439 feet,-34.2508010864,146.0670013430,,,https://en.wikipedia.org/wiki/Griffith_Airport,Medium Airport,AU
GTE,YGTE,,Groote Eylandt Airport,Australia,Groote Eylandt,53 feet,-13.9750003815,136.4600067140,,,https://en.wikipedia.org/wiki/Groote_Eylandt_Airport,Medium Airport,AU
OHE,ZYMH,,Gu-Lian Airport,China,Mohe,1836 feet,52.9127777778,122.4300000000,,,https://en.wikipedia.org/wiki/Mohe_Gulian_Airport,Medium Airport,CN
SZV,ZSSZ,,Guangfu Airport,China,Suzhou,,31.2630996704,120.4010009766,,,https://en.wikipedia.org/wiki/Suzhou_Guangfu_Airport,Medium Airport,CN
GYS,ZUGU,,Guangyuan Airport,China,Guangyuan (Lizhou),,32.3911018372,105.7020034790,,,https://en.wikipedia.org/wiki/Guangyuan_Panlong_Airport,Medium Airport,CN
LHK,ZHGH,,Guangzhou MR Air Base,China,Xiangyang (Laohekou),,32.3894004822,111.6949996948,,,,Medium Airport,CN
GUH,YGDH,,Gunnedah Airport,Australia,,863 feet,-30.9610996246,150.2510070801,,,https://en.wikipedia.org/wiki/Gunnedah_Airport,Medium Airport,AU
GYU,ZLGY,,Guyuan Liupanshan Airport,China,Guyuan (Yuanzhou),5727 feet,36.0788888889,106.2169444440,,,https://en.wikipedia.org/wiki/Guyuan_Liupanshan_Airport,Medium Airport,CN
GWL,VIGR,,Gwalior Airport,India,Gwalior,617 feet,26.2933006287,78.2277984619,,,https://en.wikipedia.org/wiki/Gwalior_Airport,Medium Airport,IN
,VOBG,,HAL Airport,India,Bangalore,2912 feet,,,,,,Medium Airport,IN
HCQ,YHLC,,Halls Creek Airport,Australia,,1346 feet,-18.2339000702,127.6699981689,,,https://en.wikipedia.org/wiki/Halls_Creek_Airport,Medium Airport,AU
HMI,ZWHM,,Hami Airport,China,Hami,2703 feet,42.8414001465,93.6691970825,,,https://en.wikipedia.org/wiki/Hami_Airport,Medium Airport,CN
HLT,YHML,,Hamilton Airport,Australia,,803 feet,-37.6488990784,142.0650024414,,,https://en.wikipedia.org/wiki/Hamilton_Airport_(Victoria),Medium Airport,AU
HTI,YBHM,,Hamilton Island,Australia,Hamilton Island,15 feet,-20.3581008911,148.9519958500,,,https://en.wikipedia.org/wiki/Great_Barrier_Reef_Airport,Medium Airport,AU
HDG,ZBHD,,Handan Airport,China,Handan,229 feet,36.5258333333,114.4255555560,,,https://en.wikipedia.org/wiki/Handan_Airport,Medium Airport,CN
HZG,ZLHZ,,Hanzhong Airport,China,Hanzhong (Chenggu),,33.0635986328,107.0080032349,,,https://en.wikipedia.org/wiki/Hanzhong_Chenggu_Airport,Medium Airport,CN
,VEHX,,Hashimara Air Force Station,India,Jalpaiguri,340 feet,,,,,,Medium Airport,IN
HXX,YHAY,,Hay Airport,Australia,,305 feet,-34.5313987732,144.8300018311,,,https://en.wikipedia.org/wiki/Hay_Airport,Medium Airport,AU
HEH,VYHH,,Heho Airport,Myanmar (Burma),Heho,3858 feet,20.7469997406,96.7919998169,,,https://en.wikipedia.org/wiki/Heho_Airport,Medium Airport,MM
HEK,ZYHE,,Heihe Airport,China,Heihe,1047 feet,50.1716209371,127.3088836670,,,https://en.wikipedia.org/wiki/Heihe_Aihui_Airport,Medium Airport,CN
HVB,YHBA,,Hervey Bay Airport,Australia,Hervey Bay,60 feet,-25.3188991547,152.8800048830,,,https://en.wikipedia.org/wiki/Hervey_Bay_Airport,Medium Airport,AU
HXD,ZLDL,,Hilton Head Airport,United States,Delingha,19 feet,32.2243610000,-80.6974720000,/charts/KHXD.pdf,,https://en.wikipedia.org/wiki/Hilton_Head_Airport,Medium Airport,CN
HTU,YHPN,,Hopetoun Airport,Australia,,256 feet,-35.7153015137,142.3600006104,,,https://en.wikipedia.org/wiki/Hopetoun_Airport,Medium Airport,AU
HID,YHID,,Horn Island Airport,Australia,Horn,43 feet,-10.5864000320,142.2899932860,,,https://en.wikipedia.org/wiki/Horn_Island_Airport,Medium Airport,AU
HSM,YHSM,,Horsham Airport,Australia,,445 feet,-36.6697006226,142.1730041504,,,https://en.wikipedia.org/wiki/Horsham_Airport,Medium Airport,AU
HTN,ZWTN,,Hotan Airport,China,Hotan,4672 feet,37.0385017395,79.8648986816,/charts/ZWTN.pdf,,https://en.wikipedia.org/wiki/Hotan_Airport,Medium Airport,CN
HHQ,VTPH,,Hua Hin Airport,Thailand,Hua Hin,62 feet,12.6361999512,99.9514999390,,,https://en.wikipedia.org/wiki/Hua_Hin_Airport,Medium Airport,TH
HYN,ZSLQ,,Huangyan Luqiao Airport,China,Taizhou (Luqiao),,28.5622005463,121.4290008545,,,https://en.wikipedia.org/wiki/Taizhou_Luqiao_Airport,Medium Airport,CN
HUZ,ZGHZ,,Huizhou Airport,China,Huizhou (Pingtan),50 feet,23.0499992371,114.5999984740,,,https://en.wikipedia.org/wiki/Huizhou_Pingtan_Airport,Medium Airport,CN
BDO,WICC,,Hussein Sastranegara Airport,Indonesia,Bandung,"2,436 feet",-6.9006299973,107.5759963989,,,https://en.wikipedia.org/wiki/Husein_Sastranegara_International_Airport,Medium Airport,ID
WOL,YSHL,,Illawarra Regional Airport,Australia,Albion Park Rail,31 feet,-34.5611000061,150.7890014648,,,https://en.wikipedia.org/wiki/Shellharbour_Airport,Medium Airport,AU
IVR,YIVL,,Inverell Airport,Australia,Inverell,"2,667 feet",-29.8882999420,151.1439971924,,,https://en.wikipedia.org/wiki/Inverell_Airport,Medium Airport,AU
IRD,VGIS,,Ishurdi Airport,Bangladesh,Ishurdi,45 feet,24.1525001526,89.0494003296,,,https://en.wikipedia.org/wiki/Ishwardi_Airport,Medium Airport,BD
JSA,VIJR,,Jaisalmer Airport,India,,751 feet,26.8887004852,70.8649978638,,,https://en.wikipedia.org/wiki/Jaisalmer_Airport,Medium Airport,IN
IXJ,VIJU,,Jammu Airport (Satwari Airport),India,Jammu,"1,029 feet",32.6890983582,74.8374023438,,,https://en.wikipedia.org/wiki/Jammu_Airport,Medium Airport,IN
IXW,VEJS,,Jamshedpur Airport,India,Jamshedpur,505 feet,22.8131999969,86.1688003540,,,https://en.wikipedia.org/wiki/Sonari_Airport,Medium Airport,IN
JKR,VNJP,,Janakpur Airport,Nepal,Janakpur,233 feet,26.7087993622,85.9224014282,,,https://en.wikipedia.org/wiki/Janakpur_Airport,Medium Airport,NP
RGT,WIBJ,,Japura Airport,Indonesia,Rengat-Sumatra Island,62 feet,-0.3528079987,102.3349990845,,,https://en.wikipedia.org/wiki/Japura_Airport,Medium Airport,ID
PAT,VEPT,,Jay Prakash Narayan Airport,India,Patna,170 feet,25.5912990570,85.0879974365,,https://www.aai.aero/en/airports/patna,https://en.wikipedia.org/wiki/Jay_Prakash_Narayan_Airport,Medium Airport,IN
JSR,VGJR,,Jessore Airport,Bangladesh,Jashore (Jessore),20 feet,23.1837997437,89.1607971191,,,https://en.wikipedia.org/wiki/Jessore_Airport,Medium Airport,BD
JGD,ZYJD,,Jiagedaqi Airport,China,Jiagedaqi,1205 feet,50.3750000000,124.1166666670,,,https://en.wikipedia.org/wiki/Jiagedaqi_Airport,Medium Airport,CN
JMU,ZYJM,,Jiamusi Airport,China,Jiamusi,262 feet,46.8433990479,130.4649963380,/charts/ZYJM.pdf,,https://en.wikipedia.org/wiki/Jiamusi_Dongjiao_Airport,Medium Airport,CN
JIC,ZLJC,,Jinchang Jinchuan Airport,China,Jinchang,4740 feet,38.5422222222,102.3483333330,,,https://en.wikipedia.org/wiki/Jinchang_Jinchuan_Airport,Medium Airport,CN
JDZ,ZSJD,,Jingdezhen Airport,China,Jingdezhen,112 feet,29.3386001587,117.1760025020,,,https://en.wikipedia.org/wiki/Jingdezhen_Luojia_Airport,Medium Airport,CN
JNG,ZSJG,,Jining Qufu Airport,China,Jining,171 feet,35.2927777778,116.3466666670,,,,Medium Airport,CN
JNZ,ZYJZ,,Jinzhou Airport,China,Jinzhou (Linghai),,41.1013984680,121.0619964600,,,https://en.wikipedia.org/wiki/Jinzhou_Bay_Airport,Medium Airport,CN
JZH,ZUJZ,,Jiuzhai Huanglong Airport,China,Ngawa (Songpan),11327 feet,32.8533333333,103.6822222220,,,https://en.wikipedia.org/wiki/Jiuzhai_Huanglong_Airport,Medium Airport,CN
JDH,VIJO,,Jodhpur Airport,India,Jodhpur,717 feet,26.2511005402,73.0488967896,,https://www.aai.aero/en/airports/jodhpur,https://en.wikipedia.org/wiki/Jodhpur_Airport,Medium Airport,IN
JRH,VEJT,,Jorhat Airport,India,Jorhat,311 feet,26.7315006256,94.1754989624,,,,Medium Airport,IN
TRK,WAQQ,,Juwata Airport,Indonesia,Tarakan,23 feet,3.3266899586,117.5660018921,,,,Medium Airport,ID
KDM,VRMT,,Kaadedhdhoo Airport,Maldives,Huvadhu Atoll,2 feet,0.4881309867,72.9969024658,,,https://en.wikipedia.org/wiki/Kaadedhdhoo_Airport,Medium Airport,MV
KDO,VRMK,,Kadhdhoo Airport,Maldives,Kadhdhoo,4 feet,1.8591699600,73.5218963623,,,https://en.wikipedia.org/wiki/Kadhdhoo_Airport,Medium Airport,MV
IXH,VEKR,,Kailashahar Airport,India,Kailashahar,79 feet,24.3082008362,92.0072021484,,,https://en.wikipedia.org/wiki/Kailashahar_Airport,Medium Airport,IN
KNG,WASK,,Kaimana Airport,Indonesia,Kaimana,19 feet,-3.6445200443,133.6959991455,,,https://en.wikipedia.org/wiki/Utarom_Airport,Medium Airport,ID
KGI,YPKG,,Kalgoorlie-Boulder Airport,Australia,Broadwood,"1,203 feet",-30.7894001007,121.4619979860,,,https://en.wikipedia.org/wiki/Kalgoorlie-Boulder_Airport,Medium Airport,AU
KNU,VEKA,,Kanpur Airport,India,Kanpur,411 feet,26.4414005280,80.3648986816,,,https://en.wikipedia.org/wiki/Kanpur_Airport,Medium Airport,IN
KTA,YPKA,,Karratha Airport,Australia,Karratha,29 feet,-20.7122001648,116.7730026250,,,https://en.wikipedia.org/wiki/Karratha_Airport,Medium Airport,AU
PSJ,WAFP,,Kasiguncu Airport,Indonesia,Poso-Celebes Island,174 feet,-1.4167499542,120.6579971313,,,https://en.wikipedia.org/wiki/Kasiguncu_Airport,Medium Airport,ID
KAW,VYKT,,Kawthoung Airport,Myanmar (Burma),Kawthoung,180 feet,10.0493001938,98.5380020142,,,https://en.wikipedia.org/wiki/Kawthaung_Airport,Medium Airport,MM
KPS,YKMP,,Kempsey Airport,Australia,,54 feet,-31.0743999481,152.7700042725,,,https://en.wikipedia.org/wiki/Kempsey_Airport,Medium Airport,AU
KET,VYKG,,Kengtung Airport,Myanmar (Burma),Kengtung,2798 feet,21.3015995026,99.6360015869,,,https://en.wikipedia.org/wiki/Kengtung_Airport,Medium Airport,MM
KRA,YKER,,Kerang Airport,Australia,,254 feet,-35.7513999939,143.9389953613,,,https://en.wikipedia.org/wiki/Kerang_Airport,Medium Airport,AU
KTE,WMKE,,Kerteh Airport,Malaysia,Kerteh,18 feet,4.5372200012,103.4270019531,,,https://en.wikipedia.org/wiki/Kerteh_Airport,Medium Airport,MY
KTG,WIOK,,Ketapang(Rahadi Usman) Airport,Indonesia,Ketapang,46 feet,-1.8166400194,109.9629974365,,,,Medium Airport,ID
,,,Khankala Air Base,Russia,Grozny,548 feet,,,,,,Medium Airport,RU
AGR,VIAG,,Kheria Airport,India,Agra,68 feet,27.1557998657,77.9608993530,,,https://en.wikipedia.org/wiki/Agra_Airport,Medium Airport,IN
KKC,VTUK,,Khon Kaen Airport,Thailand,Khon Kaen,670 feet,16.4666004181,102.7839965820,,,https://en.wikipedia.org/wiki/Khon_Kaen_Airport,Medium Airport,TH
HVD,ZMKD,,Khovd Airport,China,Khovd,"4,898 feet",47.9541015625,91.6281967163,,,https://en.wikipedia.org/wiki/Khovd_Airport,Medium Airport,MN
TNJ,WIDN,,Kijang Airport,Indonesia,Tanjung Pinang-Bintan Island,52 feet,0.9226830006,104.5319976807,,,https://en.wikipedia.org/wiki/Raja_Haji_Fisabilillah_International_Airport,Medium Airport,ID
KNS,YKII,,King Island Airport,Australia,,132 feet,-39.8774986267,143.8780059814,,,https://en.wikipedia.org/wiki/King_Island_Airport,Medium Airport,AU
KGY,YKRY,,Kingaroy Airport,Australia,,1492 feet,-26.5807991028,151.8410034180,,,https://en.wikipedia.org/wiki/Kingaroy_Airport,Medium Airport,AU
LNL,ZLLN,,Kings Land O' Lakes Airport,United States,Longnan (Cheng),"1,704 feet",46.1540120000,-89.2120790000,,,,Medium Airport,CN
KGC,YKSC,,Kingscote Airport,Australia,,24 feet,-35.7139015198,137.5209960938,,,https://en.wikipedia.org/wiki/Kingscote_Airport,Medium Airport,AU
,WMAP,,Kluang Airport,Malaysia,Kluang,150 feet,,,,,,Medium Airport,MY
KRL,ZWKL,,Korla Airport,China,Korla,3041 feet,41.6977996826,86.1288986206,,,https://en.wikipedia.org/wiki/Korla_Airport,Medium Airport,CN
KTU,VIKO,,Kota Airport,India,Kota,896 feet,25.1602001190,75.8455963135,,,https://en.wikipedia.org/wiki/Kota_Airport,Medium Airport,IN
KWM,YKOW,,Kowanyama Airport,Australia,Kowanyama,35 feet,-15.4856004715,141.7510070801,,,https://en.wikipedia.org/wiki/Kowanyama_Airport,Medium Airport,AU
KUA,WMKD,,Kuantan Airport,Malaysia,Kuantan,58 feet,3.7753899097,103.2089996338,,,https://en.wikipedia.org/wiki/Sultan_Haji_Ahmad_Shah_Airport,Medium Airport,MY
KNX,YPKU,,"Kununurra Airport? Kununurra, Western Australia",Australia,Kununurra,145 feet,-15.7781000137,128.7079925540,,,https://en.wikipedia.org/wiki/East_Kimberley_Regional_Airport,Medium Airport,AU
IXL,VILH,,Kushok Bakula Rimpochee Airport,India,Leh,"10,682 feet",34.1358985901,77.5465011597,,https://www.aai.aero/en/airports/leh,https://en.wikipedia.org/wiki/Kushok_Bakula_Rimpochee_Airport,Medium Airport,IN
KYP,VYKP,,Kyaukpyu Airport,Myanmar (Burma),Kyaukpyu,20 feet,19.4263992310,93.5347976685,,,https://en.wikipedia.org/wiki/Kyaukpyu_Airport,Medium Airport,MM
LBU,WBKL,,Labuan Airport,Malaysia,Labuan,101 feet,5.3006801605,115.2500000000,,,https://en.wikipedia.org/wiki/Labuan_Airport,Medium Airport,MY
LDU,WBKD,,Lahad Datu Airport,Malaysia,Lahad Datu,45 feet,5.0322499275,118.3239974976,,,https://en.wikipedia.org/wiki/Lahad_Datu_Airport,Medium Airport,MY
LPT,VTCL,,Lampang Airport,Thailand,,811 feet,18.2709007263,99.5042037964,,,https://en.wikipedia.org/wiki/Lampang_Airport,Medium Airport,TH
LSH,VYLS,,Lashio Airport,Myanmar (Burma),Lashio,2450 feet,22.9778995514,97.7521972656,,,https://en.wikipedia.org/wiki/Lashio_Airport,Medium Airport,MM
TGN,YLTV,,Latrobe Valley Airport,Australia,Morwell,180 feet,-38.2071990967,146.4700012210,,,https://en.wikipedia.org/wiki/Latrobe_Regional_Airport,Medium Airport,AU
LST,YMLT,,Launceston Airport,Australia,Launceston (Western Junction),562 feet,-41.5452995300,147.2140045170,,,https://en.wikipedia.org/wiki/Launceston_Airport,Medium Airport,AU
LEA,YPLM,,Learmonth Airport,Australia,Exmouth,19 feet,-22.2355995178,114.0889968870,,,https://en.wikipedia.org/wiki/Learmonth_Airport,Medium Airport,AU
,XRWL,,Lebyazhye Air Base,Russia,Kamyshin,381 feet,,,,,,Medium Airport,RU
LGH,YLEC,,Leigh Creek Airport,Australia,,856 feet,-30.5983009338,138.4259948730,,,https://en.wikipedia.org/wiki/Leigh_Creek_Airport,Medium Airport,AU
LER,YLST,,Leinster Airport,Australia,,1631 feet,-27.8432998657,120.7030029297,,,https://en.wikipedia.org/wiki/Leinster_Airport,Medium Airport,AU
LNO,YLEO,,Leonora Airport,Australia,Leonora,1217 feet,-28.8780994415,121.3150024414,,,https://en.wikipedia.org/wiki/Leonora_Airport,Medium Airport,AU
LSX,WITL,,Lhok Sukon Airport,Indonesia,Lhok Sukon-Sumatra Island,28 feet,5.0695099831,97.2592010498,,,,Medium Airport,ID
DLI,VVDL,,Lien Khuong Airport,Viet Nam,Da Lat,"3,156 feet",11.7530530000,108.3618360000,,,https://en.wikipedia.org/wiki/Lien_Khuong_Airport,Medium Airport,VN
LHG,YLRD,,Lightning Ridge Airport,Australia,,540 feet,-29.4566993713,147.9839935303,,,https://en.wikipedia.org/wiki/Lightning_Ridge_Airport,Medium Airport,AU
IXI,VELR,,Lilabari Airport (North Lakhimpur Airport),India,Lilabari,330 feet,27.2954998016,94.0976028442,,,https://en.wikipedia.org/wiki/Lilabari_Airport,Medium Airport,IN
LMN,WBGJ,,Limbang Airport,Malaysia,Limbang,14 feet,4.8083000183,115.0100021362,,,https://en.wikipedia.org/wiki/Limbang_Airport,Medium Airport,MY
LSY,YLIS,,Lismore Airport,Australia,Lismore,35 feet,-28.8302993774,153.2599945070,,,https://en.wikipedia.org/wiki/Lismore_Airport,Medium Airport,AU
IRG,YLHR,,Lockhart River Airport,Australia,Lockhart River,77 feet,-12.7868995667,143.3049926758,,,https://en.wikipedia.org/wiki/Lockhart_River_Airport,Medium Airport,AU
LOE,VTUL,,Loei Airport,Thailand,,860 feet,17.4391002655,101.7220001221,,,https://en.wikipedia.org/wiki/Loei_Airport,Medium Airport,TH
LIW,VYLK,,Loikaw Airport,Myanmar (Burma),Loikaw,2940 feet,19.6914997101,97.2147979736,,,https://en.wikipedia.org/wiki/Loikaw_Airport,Medium Airport,MM
LRE,YLRE,,Longreach Airport,Australia,Longreach,627 feet,-23.4342002869,144.2799987790,,,https://en.wikipedia.org/wiki/Longreach_Airport,Medium Airport,AU
LCX,ZSLO,,Longyan Guanzhishan Airport,China,Longyan (Liancheng),1225 feet,25.6746997833,116.7470016480,,,https://en.wikipedia.org/wiki/Longyan_Guanzhishan_Airport,Medium Airport,CN
LSR,WIMU,,Lost River 1 Airport,United States,Kutacane,419 feet,65.3962020874,-167.1629943848,,,,Medium Airport,ID
LUH,VILD,,Ludhiana Airport,India,,834 feet,30.8547000885,75.9525985718,,,https://en.wikipedia.org/wiki/Ludhiana_Airport,Medium Airport,IN
LZO,ZULZ,,Luzhou Airport,China,Luzhou (Yunlong),,28.8521995544,105.3929977417,,,https://en.wikipedia.org/wiki/Luzhou_Yunlong_Airport,Medium Airport,CN
MKY,YBMK,,Mackay Airport,Australia,Mackay,5 feet,-21.1716995239,149.1799926760,,,https://en.wikipedia.org/wiki/Mackay_Airport,Medium Airport,AU
YZY,ZLZY,,Mackenzie Airport,Canada,Zhangye (Ganzhou),5280 feet,55.3044013977,-123.1320037840,/charts/CYZY.pdf,,https://en.wikipedia.org/wiki/Mackenzie_Airport,Medium Airport,CN
IXM,VOMD,,Madurai Airport,India,Madurai,459 feet,9.8345098496,78.0933990479,,,https://en.wikipedia.org/wiki/Madurai_Airport,Medium Airport,IN
HGN,VTCH,,Mae Hong Son Airport,Thailand,Mae Hong Son,929 feet,19.3013000488,97.9757995605,,,https://en.wikipedia.org/wiki/Mae_Hong_Son_Airport,Medium Airport,TH
MAQ,VTPM,,Mae Sot Airport,Thailand,,690 feet,16.6998996735,98.5450973511,,,https://en.wikipedia.org/wiki/Mae_Sot_Airport,Medium Airport,TH
IXA,VEAT,,Maharaja Bir Bikram Airport,India,Agartala,46 feet,23.8869991302,91.2404022217,,https://www.aai.aero/en/airports/agartala,https://en.wikipedia.org/wiki/Maharaja_Bir_Bikram_Airport,Medium Airport,IN
MKZ,WMKM,,Malacca Airport,Malaysia,Malacca,35 feet,2.2633600235,102.2519989014,,,https://en.wikipedia.org/wiki/Malacca_International_Airport,Medium Airport,MY
LUM,ZPMS,,Mangshi Airport,China,Dehong (Mangshi),895 feet,24.4011001587,98.5317001343,,,,Medium Airport,CN
MNG,YMGD,,Maningrida Airport,Australia,Maningrida,123 feet,-12.0560998917,134.2339935300,,,https://en.wikipedia.org/wiki/Maningrida_Airport,Medium Airport,AU
NZH,ZBMZ,,Manzhouli Xijiao Airport,China,Manzhouli,2231 feet,49.5666666666,117.3300000000,/charts/ZBMZ.pdf,,https://en.wikipedia.org/wiki/Manzhouli_Xijiao_Airport,Medium Airport,CN
MRG,YMBA,,Mareeba Airport,Australia,Mareeba,1560 feet,-17.0692005157,145.4190063477,,,https://en.wikipedia.org/wiki/Mareeba_Airfield,Medium Airport,AU
