Name,IATA Code,ICAO Code,Prefix,Fleet Size,Destinations,Callsign,Logo URL,Wikipedia URL
GoJet Airlines,G7,GJS,N,2,2,LINDBERGH,https://images.planefinder.net/api/logo/GJS/w/256,http://en.wikipedia.org/wiki/GoJet_Airlines
Gol Transportes Aéreos,G3,GLO,PP/PT,146,87,GOL,https://images.planefinder.net/api/logo/GLO/w/256,http://en.wikipedia.org/wiki/Gol_Transportes_A%C3%A9reos
Government of Bulgaria,-,BGF,LZ,3,0,BULGARIAN,https://images.planefinder.net/api/logo/BGF/w/256,https://en.wikipedia.org/wiki/State_aviation_operator_(Bulgaria)
GP Aviation,IV,GPX,LZ,1,31,IVORY,https://images.planefinder.net/api/logo/GPX/w/256,https://www.planespotters.net/airline/GP-Aviation
Grand Canyon Scenic Airlines,YR,SCE,N,0,4,SCENIC,https://images.planefinder.net/api/logo/SCE/w/256,http://en.wikipedia.org/wiki/Scenic_Airlines
Grand China Airlines,CN,GDC,B,4,10,GRAND CHINA,https://images.planefinder.net/api/logo/GDC/w/256,http://en.wikipedia.org/wiki/Grand_China_Air
Grant Aviation,GV,GUN,N,19,62,HOOT,https://images.planefinder.net/api/logo/GUN/w/256,http://en.wikipedia.org/wiki/Grant_Aviation
Great Dane Airlines,-,GDE,OY,0,0,GREAT DANE,https://images.planefinder.net/api/logo/GDE/w/256,https://en.wikipedia.org/wiki/Great_Dane_Airlines
Great Lakes Airlines,ZK,GLA,N,0,0,LAKES AIR,https://images.planefinder.net/api/logo/GLA/w/256,http://en.wikipedia.org/wiki/Great_Lakes_Airlines
Greater Bay Airlines,HB,HGB,B,8,26,GREATER BAY,https://images.planefinder.net/api/logo/HGB/w/256,https://en.wikipedia.org/wiki/Greater_Bay_Airlines
Greek Air Force,-,HAF,SX,37,0,,https://images.planefinder.net/api/logo/HAF/w/256,https://en.wikipedia.org/wiki/Hellenic_Air_Force
Gulf Air,GF,GFA,A40,44,56,GULF AIR,https://images.planefinder.net/api/logo/GFA/w/256,http://en.wikipedia.org/wiki/Gulf_Air
GullivAir,G2,GBG,LZ,2,0,THUNDERBOLT,https://images.planefinder.net/api/logo/GBG/w/256,https://en.wikipedia.org/wiki/GullivAir
GX Airlines,GX,CBG,B,27,58,GREEN CITY,https://planefinder.net/build/assets/no-airline-icon-DMPRAOBm.svg,https://en.wikipedia.org/wiki/GX_Airlines
Hahn Air,HR,HHN,D,3,6,ROOSTER,https://images.planefinder.net/api/logo/HHN/w/256,http://en.wikipedia.org/wiki/Hahn_Air
Hainan Airlines,HU,CHH,B,228,119,HAINAN,https://images.planefinder.net/api/logo/CHH/w/256,http://en.wikipedia.org/wiki/Hainan_Airlines
Haute Aviation,-,HUE,HB,3,0,HAUTE,https://images.planefinder.net/api/logo/HUE/w/256,https://www.haute-aviation.com/
Hawaiian Airlines,HA,HAL,N,61,0,HAWAIIAN,https://images.planefinder.net/api/logo/HAL/w/256,http://en.wikipedia.org/wiki/Hawaiian_Airlines
HeavyLift Cargo Airlines,HN,HVY,VH,0,2,HEAVY CARGO,https://planefinder.net/build/assets/no-airline-icon-DMPRAOBm.svg,http://en.wikipedia.org/wiki/HeavyLift_Cargo_Airlines
Hebei Airlines,NS,HBH,B,29,47,HEBEI AIR,https://images.planefinder.net/api/logo/HBH/w/256,http://en.wikipedia.org/wiki/Hebei_Airlines
Hebridean Air Services,-,HBR,G,3,0,,https://images.planefinder.net/api/logo/HBR/w/256,https://en.wikipedia.org/wiki/Hebridean_Air_Services
Hélity Copter Airlines,HY,HTY,EC,4,73,CEUTA,https://images.planefinder.net/api/logo/HTY/w/256,https://es.wikipedia.org/wiki/H%C3%A9lity
HelloJets,H3,HLJ,YR,8,0,HELLOJETS,https://images.planefinder.net/api/logo/HLJ/w/256,https://www.hellojets.com/
Helvetic Airways,2L,OAW,HB,21,9,HELVETIC,https://images.planefinder.net/api/logo/OAW/w/256,http://en.wikipedia.org/wiki/Helvetic_Airways
Heston Airlines,HN,HST,LY,13,2,HESTON,https://images.planefinder.net/api/logo/HST/w/256,https://en.wikipedia.org/wiki/Heston_Airlines
Hi Fly,5K,HFY,CS,1,0,SKY FLYER,https://images.planefinder.net/api/logo/HFY/w/256,http://en.wikipedia.org/wiki/Hi_Fly_(airline)
Hi Fly Malta,3L,HFM,9H,8,32,MOONRAKER,https://images.planefinder.net/api/logo/HFM/w/256,https://en.wikipedia.org/wiki/Hi_Fly_Malta
Himalaya Airlines,H9,HIM,9N,4,9,HIMALAYA,https://images.planefinder.net/api/logo/HIM/w/256,https://en.wikipedia.org/wiki/Himalaya_Airlines
Hinterland Aviation,OI,HND,VH,15,20,HINTERLAND,https://images.planefinder.net/api/logo/HND/w/256,https://en.wikipedia.org/wiki/Hinterland_Aviation
HiSky,H7,HYM,ER,1,6,SKY MOLDOVA,https://planefinder.net/build/assets/no-airline-icon-DMPRAOBm.svg,https://en.wikipedia.org/wiki/HiSky
HiSky Europe,H4,HYS,YR,8,21,SKY EUROPE,https://images.planefinder.net/api/logo/HYS/w/256,https://en.wikipedia.org/wiki/HiSky
Hokkaido Air System,6L,NTH,JA,4,0,NORTH AIR,https://images.planefinder.net/api/logo/NTH/w/256,https://en.wikipedia.org/wiki/Hokkaido_Air_System
Holiday Europe,5Q,HES,LZ,0,0,HOLIDAY EUROPE,https://images.planefinder.net/api/logo/HES/w/256,https://en.wikipedia.org/wiki/Holiday_Europe
Hong Kong Air Cargo,RH,HKC,B-H,6,12,,https://images.planefinder.net/api/logo/HKC/w/256,
Hong Kong Airlines,HX,CRK,B,27,33,BAUHINIA,https://images.planefinder.net/api/logo/CRK/w/256,http://en.wikipedia.org/wiki/Hong_Kong_Airlines
Hong Kong Express,UO,HKE,B-H,43,37,HONGKONG SHUTTLE,https://images.planefinder.net/api/logo/HKE/w/256,http://en.wikipedia.org/wiki/Hong_Kong_Express_Airways
Horizon Air,QX,QXE,N,0,0,HORIZON,https://images.planefinder.net/api/logo/QXE/w/256,http://en.wikipedia.org/wiki/Horizon_Air
Hunnu Air,MR,MML,JU,7,9,TRANS MONGOLIA,https://images.planefinder.net/api/logo/MML/w/256,http://en.wikipedia.org/wiki/Hunnu_Air
I-Fly,F7,RSY,RA,0,0,RUSSIAN SKY,https://images.planefinder.net/api/logo/RSY/w/256,http://en.wikipedia.org/wiki/I-Fly
iAero Airways,WQ,SWQ,N,0,0,SWIFTFLIGHT,https://images.planefinder.net/api/logo/SWQ/w/256,https://en.wikipedia.org/wiki/IAero_Airways
IBC Airways,II,CSQ,N,15,6,CHASQUI,https://images.planefinder.net/api/logo/CSQ/w/256,http://en.wikipedia.org/wiki/IBC_Airways
Iberia,IB,IBE,EC,95,140,IBERIA,https://images.planefinder.net/api/logo/IBE/w/256,http://en.wikipedia.org/wiki/Iberia_(airline)
Iberia Express,I2,IBS,EC,23,0,IBEREXPRES,https://images.planefinder.net/api/logo/IBS/w/256,http://en.wikipedia.org/wiki/Iberia_Express
Iberojet,E9,EVE,EC,7,9,EVELOP,https://images.planefinder.net/api/logo/EVE/w/256,https://en.wikipedia.org/wiki/Iberojet_(airline)
Ibex Airlines,FW,IBX,JA,9,2,IBEX,https://images.planefinder.net/api/logo/IBX/w/256,http://en.wikipedia.org/wiki/Ibex_Airlines
Ibom Air,Z4,IAN,5N,8,0,IBOM,https://images.planefinder.net/api/logo/IAN/w/256,https://en.wikipedia.org/wiki/Ibom_Air
Icelandair,FI,ICE,TF,45,68,ICEAIR,https://images.planefinder.net/api/logo/ICE/w/256,http://en.wikipedia.org/wiki/Icelandair
Ikar,EO,KAR,RA,6,39,IKAR,https://images.planefinder.net/api/logo/KAR/w/256,https://en.wikipedia.org/wiki/Ikar_(airline)
Iliamna Air Taxi,V8,IAR,N,12,5,ILIAMNA AIR,https://planefinder.net/build/assets/no-airline-icon-DMPRAOBm.svg,
Indian Air Force,-,IFC,VT,217,0,,https://images.planefinder.net/api/logo/IFC/w/256,https://en.wikipedia.org/wiki/Indian_Air_Force
IndiGo,6E,IGO,VT,382,144,IFLY,https://images.planefinder.net/api/logo/IGO/w/256,http://en.wikipedia.org/wiki/IndiGo
Indonesia Air Transport,I8,IDA,PK,0,6,INTRA,https://planefinder.net/build/assets/no-airline-icon-DMPRAOBm.svg,http://en.wikipedia.org/wiki/Indonesia_Air_Transport
Indonesia AirAsia,QZ,AWQ,PK,23,31,WAGON AIR,https://images.planefinder.net/api/logo/AWQ/w/256,http://en.wikipedia.org/wiki/Indonesia_AirAsia
Int'Air Îles,I7,IIA,,0,8,INTER ILES,https://images.planefinder.net/api/logo/IIA/w/256,https://en.wikipedia.org/wiki/Int%27Air_%C3%8Eles
InterCaribbean Airways,JY,IWY,VQ-T,22,26,ISLANDWAYS,https://images.planefinder.net/api/logo/IWY/w/256,http://en.wikipedia.org/wiki/InterCaribbean_Airways
International AirLink,I4,IOU,6Y,0,3,,https://images.planefinder.net/api/logo/IOU/w/256,http://en.wikipedia.org/wiki/International_AirLink
IrAero,IO,IAE,RA,34,62,IRAERO,https://images.planefinder.net/api/logo/IAE/w/256,http://en.wikipedia.org/wiki/IrAero
Iran Air,IR,IRA,EP,27,0,IRANAIR,https://images.planefinder.net/api/logo/IRA/w/256,http://en.wikipedia.org/wiki/Iran_Air
Iran Airtour,B9,IRB,EP,0,12,IRAN AIR TOUR,https://images.planefinder.net/api/logo/IRB/w/256,http://en.wikipedia.org/wiki/Iran_Airtour
Iran Aseman Airlines,EP,IRC,EP,14,16,ASEMAN,https://images.planefinder.net/api/logo/IRC/w/256,http://en.wikipedia.org/wiki/Iran_Aseman_Airlines
Iraqi Airways,IA,IAW,YI,40,15,IRAQI,https://images.planefinder.net/api/logo/IAW/w/256,http://en.wikipedia.org/wiki/Iraqi_Airways
Irish Air Corps,-,IRL,EI,28,0,IRISH,https://images.planefinder.net/api/logo/IRL/w/256,https://en.wikipedia.org/wiki/Irish_Air_Corps
Island Air Express,I4,EXP,N,0,3,,https://planefinder.net/build/assets/no-airline-icon-DMPRAOBm.svg,https://islandairx.com/
Isles of Scilly Skybus,-,IOS,G,8,0,SCILLONIA,https://images.planefinder.net/api/logo/IOS/w/256,http://en.wikipedia.org/wiki/Isles_of_Scilly_Skybus
Israeli Air Force,-,IAF,4X,69,0,,https://images.planefinder.net/api/logo/IAF/w/256,https://en.wikipedia.org/wiki/Israeli_Air_Force
Israir Airlines,6H,ISR,4X,8,37,ISRAIR,https://images.planefinder.net/api/logo/ISR/w/256,http://en.wikipedia.org/wiki/Israir_Airlines
ITA Airways,AZ,ITY,I,107,75,ITARROW,https://images.planefinder.net/api/logo/ITY/w/256,https://en.wikipedia.org/wiki/ITA_Airways
ITA Transportes Aéreos,8I,IPM,PP/PT,0,0,AEROITA,https://images.planefinder.net/api/logo/IPM/w/256,https://en.wikipedia.org/wiki/ITA_Transportes_A%C3%A9reos
Italian Air Force,-,IAM,I,161,0,,https://images.planefinder.net/api/logo/IAM/w/256,https://en.wikipedia.org/wiki/Italian_Air_Force
Italian Army,-,IEI,I,32,0,,https://images.planefinder.net/api/logo/IEI/w/256,https://en.wikipedia.org/wiki/Italian_Army
Izhavia,I8,IZA,RA,9,6,IZHAVIA,https://images.planefinder.net/api/logo/IZA/w/256,http://en.wikipedia.org/wiki/Izhavia
J-Air,XM,JLJ,JA,0,0,J AIR,https://images.planefinder.net/api/logo/JLJ/w/256,http://en.wikipedia.org/wiki/J-Air
Jambojet,JM,JMA,5Y,11,8,CHUI,https://images.planefinder.net/api/logo/JMA/w/256,http://en.wikipedia.org/wiki/Jambojet
Japan Air Commuter,JC,JAC,JA,11,0,COMMUTER,https://images.planefinder.net/api/logo/JAC/w/256,http://en.wikipedia.org/wiki/Japan_Air_Commuter
Japan Airlines,JL,JAL,JA,193,91,JAPANAIR,https://images.planefinder.net/api/logo/JAL/w/256,http://en.wikipedia.org/wiki/Japan_Airlines
Japan TransOcean Air,NU,JTA,JA,14,10,JAY OCEAN,https://images.planefinder.net/api/logo/JTA/w/256,http://en.wikipedia.org/wiki/Japan_TransOcean_Air
Jasmin Airways,JO,JAW,TS,0,0,,https://images.planefinder.net/api/logo/JAW/w/256,https://en.wikipedia.org/wiki/Jasmin_Airways
Jazeera Airways,J9,JZR,9K,23,67,JAZEERA,https://images.planefinder.net/api/logo/JZR/w/256,http://en.wikipedia.org/wiki/Jazeera_Airways
Jazz,QK,JZA,C,0,0,JAZZ,https://images.planefinder.net/api/logo/JZA/w/256,http://en.wikipedia.org/wiki/Jazz_(airline)
JC International Airlines,QD,JCC,XU,0,0,CAMBO,https://images.planefinder.net/api/logo/JCC/w/256,https://en.wikipedia.org/wiki/JC_International_Airlines
Jeju Air,7C,JJA,ZS,44,51,JEJU AIR,https://images.planefinder.net/api/logo/JJA/w/256,http://en.wikipedia.org/wiki/Jeju_Air
Jet Time,JO,JTD,OY,13,0,JET TIME,https://images.planefinder.net/api/logo/JTD/w/256,http://en.wikipedia.org/wiki/Jet_Time
Jet2,LS,EXS,G,134,94,CHANNEX,https://images.planefinder.net/api/logo/EXS/w/256,http://en.wikipedia.org/wiki/Jet2.com
JetBlue Airways,B6,JBU,N,293,111,JETBLUE,https://images.planefinder.net/api/logo/JBU/w/256,http://en.wikipedia.org/wiki/JetBlue_Airways
Jetconnect,QF,QNZ,ZK,0,107,QANTAS JETCONNECT,https://images.planefinder.net/api/logo/QNZ/w/256,https://en.wikipedia.org/wiki/Jetconnect
Jetfly,-,JFA,LX,40,0,MOSQUITO,https://images.planefinder.net/api/logo/JFA/w/256,https://jetfly.com/
JetSky Airways,JK,JTK,LZ,0,0,JETSKY,https://images.planefinder.net/api/logo/JTK/w/256,https://www.jetskyairways.com/
JetSmart,JA,JAT,CC,44,54,ROCKSMART,https://images.planefinder.net/api/logo/JAT/w/256,https://en.wikipedia.org/wiki/JetSmart
jetSmart Argentina,WJ,JES,LV,9,0,SMARTBIRD,https://images.planefinder.net/api/logo/JES/w/256,https://en.wikipedia.org/wiki/JetSmart_Argentina
Jetstar,JQ,JST,VH,99,41,JETSTAR,https://images.planefinder.net/api/logo/JST/w/256,http://en.wikipedia.org/wiki/Jetstar
Jetstar Asia,3K,JSA,9V,0,0,JETSTAR ASIA,https://images.planefinder.net/api/logo/JSA/w/256,http://en.wikipedia.org/wiki/Jetstar_Asia_Airways
Jetstar Japan,GK,JJP,JA,22,20,ORANGE LINER,https://images.planefinder.net/api/logo/JJP/w/256,http://en.wikipedia.org/wiki/Jetstar_Japan
Jetways Airlines,WU,JWX,5Y,0,10,JETWAYS,https://images.planefinder.net/api/logo/JWX/w/256,
Jiangxi Air,RY,CJX,B,18,36,AIR CRANE,https://images.planefinder.net/api/logo/CJX/w/256,https://en.wikipedia.org/wiki/Jiangxi_Air
Jin Air,LJ,JNA,HL,33,41,JIN AIR,https://images.planefinder.net/api/logo/JNA/w/256,http://en.wikipedia.org/wiki/Jin_Air
Job Air - Central Connect Airlines,3B,JBR,OK,0,0,JOBAIR,https://planefinder.net/build/assets/no-airline-icon-DMPRAOBm.svg,http://en.wikipedia.org/wiki/Central_Connect_Airlines
Jordan Aviation,R5,JAV,JY,11,6,JORDAN AVIATION,https://images.planefinder.net/api/logo/JAV/w/256,http://en.wikipedia.org/wiki/Jordan_Aviation
Joy Air,JR,JOY,B,1,0,JOY AIR,https://images.planefinder.net/api/logo/JOY/w/256,http://en.wikipedia.org/wiki/Joy_Air
JSX,XE,JSX,N,70,27,BIGSTRIPE,https://images.planefinder.net/api/logo/JSX/w/256,https://en.wikipedia.org/wiki/JSX_(airline)
Jubba Airways,3J,JUB,,0,0,JUBBA,https://images.planefinder.net/api/logo/JUB/w/256,http://en.wikipedia.org/wiki/Jubba_Airways
Jubba Airways Kenya,JZ,JBW,5Y,0,0,JUBBA,https://images.planefinder.net/api/logo/JBW/w/256,https://en.wikipedia.org/wiki/Jubba_Airways
Juneyao Airlines,HO,DKH,B,103,97,AIR JUNEYAO,https://images.planefinder.net/api/logo/DKH/w/256,http://en.wikipedia.org/wiki/Juneyao_Airlines
K-Mile Air,8K,KMI,HS,6,7,KAYMILE AIR,https://images.planefinder.net/api/logo/KMI/w/256,http://en.wikipedia.org/wiki/K-Mile_Air
Kabo Air,N9,QNK,5N,0,9,KABO,https://planefinder.net/build/assets/no-airline-icon-DMPRAOBm.svg,http://en.wikipedia.org/wiki/Kabo_Air
KaiserAir,-,KAI,N,3,0,,https://images.planefinder.net/api/logo/KAI/w/256,http://www.kaiserair.com/
Kalitta Air,K4,CKS,N,43,3,CONNIE,https://images.planefinder.net/api/logo/CKS/w/256,http://en.wikipedia.org/wiki/Kalitta_Air
Kalitta Charters,K9,KFS,N,47,6,KALITTA,https://images.planefinder.net/api/logo/KFS/w/256,http://en.wikipedia.org/wiki/Kalitta_Charters
Kam Air,RQ,KMF,YA,14,15,KAM AIR,https://images.planefinder.net/api/logo/KMF/w/256,http://en.wikipedia.org/wiki/Kam_Air
Kan Air,K8,KND,HS,0,0,KANNITHI AIR,https://planefinder.net/build/assets/no-airline-icon-DMPRAOBm.svg,http://en.wikipedia.org/wiki/Kan_Air
Karthago Airlines,5R,KAJ,TS,0,17,KARTHAGO,https://planefinder.net/build/assets/no-airline-icon-DMPRAOBm.svg,http://en.wikipedia.org/wiki/Karthago_Airlines
Karun Airlines,NV,IRG,EP,0,0,NAFT,https://images.planefinder.net/api/logo/IRG/w/256,https://en.wikipedia.org/wiki/Karun_Airlines
Kaya Airlines,IK,TWM,C9,0,20,KAMOZ,https://planefinder.net/build/assets/no-airline-icon-DMPRAOBm.svg,http://en.wikipedia.org/wiki/Kaya_Airlines
Keewatin Air,FK,KEW,C,18,0,BLIZZARD,https://images.planefinder.net/api/logo/KEW/w/256,https://en.wikipedia.org/wiki/Keewatin_Air
Kenmore Air,M5,KEN,N,39,2,KENMORE,https://images.planefinder.net/api/logo/KEN/w/256,http://en.wikipedia.org/wiki/Kenmore_Air
Kenn Borek Air,4K,KBA,C,31,0,BOREK AIR,https://images.planefinder.net/api/logo/KBA/w/256,http://en.wikipedia.org/wiki/Kenn_Borek_Air
Kenya Airways,KQ,KQA,5Y,33,45,KENYA,https://images.planefinder.net/api/logo/KQA/w/256,http://en.wikipedia.org/wiki/Kenya_Airways
Key Lime Air,KG,LYM,N,37,19,KEY LIME,https://images.planefinder.net/api/logo/LYM/w/256,https://en.m.wikipedia.org/wiki/Key_Lime_Air
KF Cargo,FK,KFA,C,4,0,FLIGHTCRAFT,https://images.planefinder.net/api/logo/KFA/w/256,https://en.wikipedia.org/wiki/KF_Cargo
Kish Air,Y9,KIS,EP,13,0,KISH AIR,https://images.planefinder.net/api/logo/KIS/w/256,http://en.wikipedia.org/wiki/Kish_Air
KlasJet,KJ,KLJ,LY,10,8,CLASS LINE,https://images.planefinder.net/api/logo/KLJ/w/256,https://www.klasjet.aero/
KLM Cityhopper,WA,KLC,PH,61,2,CITY,https://images.planefinder.net/api/logo/KLC/w/256,http://en.wikipedia.org/wiki/KLM_Cityhopper
KLM Royal Dutch Airlines,KL,KLM,PH,127,176,KLM,https://images.planefinder.net/api/logo/KLM/w/256,http://en.wikipedia.org/wiki/KLM_Royal_Dutch_Airlines
KM Malta Airlines,KM,KMM,9H,8,21,SKY KNIGHT,https://images.planefinder.net/api/logo/KMM/w/256,https://en.wikipedia.org/wiki/KM_Malta_Airlines
Komiaviatrans,KO,KMA,RA,53,19,KOMI AVIA,https://planefinder.net/build/assets/no-airline-icon-DMPRAOBm.svg,https://en.wikipedia.org/wiki/Komiaviatrans
Korean Air,KE,KAL,HL,176,100,KOREAN AIR,https://images.planefinder.net/api/logo/KAL/w/256,http://en.wikipedia.org/wiki/Korean_Air
KrasAvia,KI,SSJ,RA,56,2,SIBERIAN SKY,https://images.planefinder.net/api/logo/SSJ/w/256,https://en.wikipedia.org/wiki/KrasAvia
Kunming Airlines,KY,KNA,B,32,38,KUNMING AIR,https://images.planefinder.net/api/logo/KNA/w/256,http://en.wikipedia.org/wiki/Kunming_Airlines
Kuwait Air Force,-,KAF,9K,21,0,,https://images.planefinder.net/api/logo/KAF/w/256,https://en.wikipedia.org/wiki/Kuwait_Air_Force
Kuwait Airways,KU,KAC,9K,31,62,KUWAITI,https://images.planefinder.net/api/logo/KAC/w/256,http://en.wikipedia.org/wiki/Kuwait_Airways
Kyrgyzstan Air Company,QH,LYN,EX,0,10,ALTYN AVIA,https://images.planefinder.net/api/logo/LYN/w/256,https://en.wikipedia.org/wiki/Air_Kyrgyzstan
La Compagnie,B0,DJT,F,2,4,DREAMJET,https://images.planefinder.net/api/logo/DJT/w/256,http://en.wikipedia.org/wiki/La_Compagnie
LADE - Lineas Aéreas del Estado,5U,LDE,LV,0,7,LADE,https://images.planefinder.net/api/logo/LDE/w/256,http://en.wikipedia.org/wiki/LADE
LAM Mozambique Airlines,TM,LAM,C9,0,13,MOZAMBIQUE,https://images.planefinder.net/api/logo/LAM/w/256,http://en.wikipedia.org/wiki/LAM_Mozambique_Airlines
Lanmei Airlines,LQ,MKR,XU,0,0,AIR LANME,https://images.planefinder.net/api/logo/MKR/w/256,https://en.wikipedia.org/wiki/Lanmei_Airlines
Lao Airlines,QV,LAO,RDPL,13,25,LAO,https://images.planefinder.net/api/logo/LAO/w/256,http://en.wikipedia.org/wiki/Lao_Airlines
Lao Skyway,LK,LLL,RDPL,8,5,LAVIE,https://images.planefinder.net/api/logo/LLL/w/256,https://en.wikipedia.org/wiki/Lao_Skyway
Laparkan Airways,-,LHS,N,0,0,,https://images.planefinder.net/api/logo/LHS/w/256,http://www.laparkan.com/
LASER-Linea Aérea de Servicio Ejecutivo Regional,QL,LER,YV,4,12,LASER,https://images.planefinder.net/api/logo/LER/w/256,http://en.wikipedia.org/wiki/LASER_Airlines
LATAM Cargo Brasil,M3,LTG,PP/PT,18,9,TURISMO,https://images.planefinder.net/api/logo/LTG/w/256,https://en.wikipedia.org/wiki/LATAM_Cargo_Brasil
LATAM Cargo Chile,UC,LCO,CC,0,12,LAN CARGO,https://images.planefinder.net/api/logo/LCO/w/256,http://en.wikipedia.org/wiki/LAN_Cargo
LATAM Cargo Colombia,L7,LAE,HK,0,1,LANCO,https://images.planefinder.net/api/logo/LAE/w/256,https://en.wikipedia.org/wiki/LATAM_Cargo_Colombia
LATAM Chile,LA,LAN,CC,137,168,LAN,https://images.planefinder.net/api/logo/LAN/w/256,https://en.wikipedia.org/wiki/LATAM_Chile
LATAM Colombia,4C,ARE,HK,13,0,LANCO,https://images.planefinder.net/api/logo/ARE/w/256,https://en.wikipedia.org/wiki/LATAM_Colombia
LATAM Ecuador,XL,LNE,HC,4,0,AEROLANE,https://images.planefinder.net/api/logo/LNE/w/256,https://en.wikipedia.org/wiki/LATAM_Ecuador
LATAM Express,LU,LXP,CC,1,0,LANEX,https://images.planefinder.net/api/logo/LXP/w/256,https://en.wikipedia.org/wiki/LATAM_Express
LATAM Paraquay,PZ,LAP,ZP,0,0,PARAGUAYA,https://images.planefinder.net/api/logo/LAP/w/256,https://en.wikipedia.org/wiki/LATAM_Paraguay
LATAM Perú,LP,LPE,OB,27,0,LAN PERU,https://images.planefinder.net/api/logo/LPE/w/256,https://en.wikipedia.org/wiki/LATAM_Per%C3%BA
Lauda Europe,LW,LDA,9H,26,0,BEAUFORT,https://images.planefinder.net/api/logo/LDA/w/256,https://en.wikipedia.org/wiki/Lauda_Europe
Lease Fly,-,LZF,CS,0,0,SKYLEASE,https://images.planefinder.net/api/logo/LZF/w/256,http://www.lease-fly.com/
Level,LL,LVL,EC,9,0,DALI,https://images.planefinder.net/api/logo/LVL/w/256,https://en.wikipedia.org/wiki/Level_(airline_brand)
LIAT,LI,LIA,V2,0,0,LIAT,https://images.planefinder.net/api/logo/LIA/w/256,http://en.wikipedia.org/wiki/LIAT
Libyan Airlines,LN,LAA,5A,10,8,LIBYAN,https://images.planefinder.net/api/logo/LAA/w/256,http://en.wikipedia.org/wiki/Libyan_Airlines
Libyan Arab Air Cargo,-,LCR,5A,1,0,LIBAC,https://images.planefinder.net/api/logo/LCR/w/256,http://en.wikipedia.org/wiki/Libyan_Arab_Air_Cargo
Libyan Wings,YL,LWA,5A,3,3,LIBYAN WINGS,https://images.planefinder.net/api/logo/LWA/w/256,https://en.wikipedia.org/wiki/Libyan_Wings
LIFT Airline,GE,GBB,ZS,1,3,GLOBE,https://images.planefinder.net/api/logo/GBB/w/256,https://en.wikipedia.org/wiki/LIFT_Airline
Lineas Aéreas Suramericanas,4L,LAU,HK,0,0,SURAMERICANO,https://images.planefinder.net/api/logo/LAU/w/256,http://en.wikipedia.org/wiki/L%C3%ADneas_A%C3%A9reas_Suramericanas
Lion Air,JT,LNI,PK,86,38,LION INTER,https://images.planefinder.net/api/logo/LNI/w/256,http://en.wikipedia.org/wiki/Lion_Air
LJ Air,LT,SNG,B,10,32,SNOW EAGLE,https://images.planefinder.net/api/logo/SNG/w/256,https://en.wikipedia.org/wiki/LJ_Air
Loganair,LM,LOG,G,37,36,LOGAN,https://images.planefinder.net/api/logo/LOG/w/256,http://en.wikipedia.org/wiki/Loganair
Loong Air,GJ,CDC,B,79,80,GUALONG,https://images.planefinder.net/api/logo/CDC/w/256,http://en.wikipedia.org/wiki/Loong_Air
LOT Polish Airlines,LO,LOT,SP,90,105,LOT,https://images.planefinder.net/api/logo/LOT/w/256,http://en.wikipedia.org/wiki/LOT_Polish_Airlines
Lucky Air,8L,LKE,B,54,66,LUCKY AIR,https://images.planefinder.net/api/logo/LKE/w/256,http://en.wikipedia.org/wiki/Lucky_Air
Luftfahrtgesellschaft Walter,HE,LGW,D,0,4,WALTER,https://planefinder.net/build/assets/no-airline-icon-DMPRAOBm.svg,https://en.wikipedia.org/wiki/Luftfahrtgesellschaft_Walter
Lufthansa,LH,DLH,D,283,307,LUFTHANSA,https://images.planefinder.net/api/logo/DLH/w/256,http://en.wikipedia.org/wiki/Lufthansa
Lufthansa Cargo,LH,GEC,D,12,307,LUFTHANSA CARGO,https://images.planefinder.net/api/logo/GEC/w/256,http://en.wikipedia.org/wiki/Lufthansa_Cargo
Lufthansa City Airlines,VL,LHX,D,29,41,CITY AIR,https://images.planefinder.net/api/logo/LHX/w/256,https://en.wikipedia.org/wiki/Lufthansa_City_Airlines
Lufthansa CityLine,CL,CLH,D,29,0,HANSALINE,https://images.planefinder.net/api/logo/CLH/w/256,http://en.wikipedia.org/wiki/Lufthansa_CityLine
Lufttransport,L5,LTR,N,11,2,LUFTTRANSPORT,https://images.planefinder.net/api/logo/LTR/w/256,https://en.wikipedia.org/wiki/Lufttransport
Lumiwings,L9,LWI,SX,0,0,LUMI,https://images.planefinder.net/api/logo/LWI/w/256,https://www.lumiwings.com/en
Luxair,LG,LGL,LX,25,103,LUXAIR,https://images.planefinder.net/api/logo/LGL/w/256,http://en.wikipedia.org/wiki/Luxair
Luxwing Aviation,BN,LWG,9H,11,2,LUXWING,https://images.planefinder.net/api/logo/LWG/w/256,https://www.luxwing.com/
Lydd Air,-,LYD,G,1,0,LYDDAIR,https://images.planefinder.net/api/logo/LYD/w/256,http://en.wikipedia.org/wiki/Lydd_Air
Lynden Air Cargo,L2,LYC,N,13,6,LYNDEN,https://images.planefinder.net/api/logo/LYC/w/256,http://en.wikipedia.org/wiki/Lynden_Air_Cargo
Lynx Air,Y9,DAT,C,0,0,DAUNTLESS,https://images.planefinder.net/api/logo/DAT/w/256,https://en.wikipedia.org/wiki/Lynx_Air
Maersk Air Cargo,DJ,SRR,OY,18,4,WHITESTAR,https://images.planefinder.net/api/logo/SRR/w/256,https://en.wikipedia.org/wiki/Maersk_Air_Cargo
Magnicharters,GM,GMT,XA,1,0,GRUPOMONTERREY,https://planefinder.net/build/assets/no-airline-icon-DMPRAOBm.svg,http://en.wikipedia.org/wiki/Magnicharters
